,Formation,1,2,3,4,5,6,7,8,9,10,11
4695,433,"[313.75, 395.5]","[393.5, 392.5]","[331.75, 320.75]","[423.25, 291.5]","[260.0, 272.75]","[520.0, 256.0]","[330.25, 243.75]","[38.0, 241.0]","[288.75, 206.75]","[268.0, 135.75]","[360.0, 96.0]"
4696,433,"[205.0, 366.0]","[353.75, 358.75]","[269.75, 339.5]","[34.0, 250.75]","[314.75, 248.75]","[410.75, 243.75]","[448.0, 239.0]","[302.0, 212.75]","[208.0, 186.75]","[244.75, 119.5]","[320.5, 76.75]"
4697,433,"[347.25, 362.25]","[198.0, 351.5]","[267.0, 332.5]","[315.5, 266.75]","[35.5, 256.75]","[436.0, 248.5]","[401.25, 247.25]","[307.25, 212.5]","[201.25, 179.5]","[231.5, 128.25]","[305.25, 84.5]"
4698,433,"[341.25, 367.25]","[198.25, 344.0]","[252.0, 328.25]","[315.25, 286.0]","[34.75, 258.0]","[431.75, 254.75]","[389.25, 256.25]","[294.75, 212.25]","[197.5, 188.25]","[219.5, 137.0]","[292.75, 96.25]"
4699,433,"[337.25, 372.5]","[194.5, 349.0]","[241.75, 342.25]","[316.0, 303.75]","[382.0, 265.0]","[428.5, 262.0]","[35.0, 258.5]","[279.5, 220.0]","[187.75, 206.75]","[207.75, 149.0]","[284.0, 107.0]"
4700,433,"[328.75, 381.0]","[181.25, 360.25]","[241.0, 351.25]","[318.0, 321.5]","[371.75, 273.75]","[422.5, 271.25]","[34.25, 262.0]","[261.0, 233.25]","[171.75, 228.0]","[200.75, 153.5]","[276.25, 115.75]"
4701,433,"[315.0, 389.25]","[167.0, 367.75]","[235.0, 363.0]","[306.75, 332.0]","[363.5, 280.5]","[417.25, 274.0]","[32.75, 269.0]","[158.25, 249.75]","[248.5, 243.25]","[187.75, 160.25]","[265.25, 120.5]"
4702,433,"[289.25, 382.5]","[155.0, 381.5]","[225.25, 370.25]","[279.5, 330.75]","[351.5, 288.75]","[410.0, 276.25]","[150.0, 269.0]","[29.25, 269.0]","[241.5, 245.0]","[178.0, 161.25]","[254.5, 123.5]"
4703,433,"[152.0, 395.0]","[225.75, 382.5]","[272.5, 375.25]","[250.75, 327.25]","[345.5, 289.0]","[404.75, 279.75]","[152.25, 278.0]","[26.25, 273.5]","[234.25, 246.75]","[171.25, 163.75]","[247.75, 126.25]"
4704,433,"[230.5, 413.25]","[66.5, 409.5]","[192.0, 370.0]","[144.25, 308.75]","[76.5, 288.25]","[298.5, 288.5]","[392.25, 282.25]","[191.75, 252.75]","[4.5, 282.25]","[121.5, 137.5]","[216.0, 128.75]"
4705,433,"[201.0, 423.25]","[40.25, 421.25]","[164.5, 351.5]","[85.5, 307.0]","[43.0, 301.25]","[264.0, 288.0]","[378.5, 282.75]","[155.0, 251.75]","[4.25, 282.75]","[83.75, 176.0]","[190.5, 131.0]"
4706,433,"[75.0, 429.5]","[178.5, 408.5]","[132.5, 344.5]","[75.75, 312.25]","[257.0, 287.5]","[366.75, 284.0]","[74.0, 282.25]","[154.0, 257.0]","[4.0, 274.0]","[74.0, 210.75]","[177.25, 131.25]"
4707,433,"[85.75, 417.0]","[156.25, 391.5]","[130.75, 346.75]","[81.75, 326.25]","[263.75, 288.25]","[366.75, 284.0]","[84.5, 284.25]","[157.5, 257.75]","[88.75, 220.25]","[4.5, 286.5]","[174.75, 130.0]"
4708,433,"[95.75, 407.75]","[141.75, 384.25]","[90.75, 347.75]","[142.5, 337.75]","[272.0, 287.75]","[366.75, 284.0]","[92.25, 275.75]","[162.75, 256.75]","[95.75, 221.75]","[4.5, 286.5]","[175.0, 130.25]"
4709,433,"[143.75, 434.25]","[146.75, 390.25]","[137.0, 318.5]","[285.0, 288.25]","[366.75, 284.0]","[135.75, 282.5]","[173.5, 253.0]","[5.0, 286.0]","[4.5, 256.5]","[136.25, 188.0]","[183.5, 130.5]"
4710,433,"[185.0, 450.75]","[162.0, 386.5]","[191.75, 335.5]","[159.5, 311.0]","[359.25, 288.25]","[298.5, 287.75]","[26.25, 273.75]","[161.5, 257.25]","[190.75, 249.5]","[163.25, 191.25]","[203.0, 130.5]"
4711,433,"[173.5, 440.25]","[160.0, 393.5]","[179.75, 346.0]","[152.25, 303.25]","[362.0, 288.0]","[304.0, 287.5]","[24.0, 274.75]","[158.75, 266.25]","[195.25, 253.25]","[160.0, 190.0]","[209.5, 130.0]"
4712,433,"[166.0, 434.75]","[153.75, 396.5]","[169.75, 363.25]","[142.5, 309.0]","[363.5, 288.5]","[311.5, 288.5]","[26.0, 274.75]","[156.25, 271.0]","[202.5, 252.75]","[152.25, 186.75]","[216.0, 131.0]"
4713,433,"[177.0, 413.0]","[136.0, 395.5]","[185.0, 345.5]","[139.0, 319.75]","[187.0, 300.25]","[364.25, 285.0]","[310.0, 283.5]","[213.25, 259.75]","[30.0, 253.5]","[148.0, 190.0]","[212.75, 127.0]"
4714,433,"[182.5, 412.5]","[124.0, 380.5]","[181.0, 328.5]","[120.75, 309.5]","[173.0, 292.25]","[360.75, 280.25]","[304.75, 272.25]","[201.0, 247.0]","[42.5, 241.0]","[132.25, 206.0]","[207.75, 115.25]"
4715,433,"[185.75, 407.0]","[123.25, 364.75]","[179.0, 314.75]","[103.75, 295.0]","[150.5, 284.25]","[358.75, 277.0]","[296.5, 261.25]","[48.75, 241.25]","[189.0, 234.5]","[111.5, 221.5]","[191.75, 112.75]"
4716,433,"[184.5, 406.0]","[114.75, 362.5]","[172.25, 310.5]","[88.75, 290.75]","[356.25, 276.5]","[130.0, 270.5]","[287.25, 261.0]","[50.25, 241.0]","[180.0, 232.5]","[84.75, 231.5]","[180.0, 113.25]"
4717,433,"[305.75, 477.75]","[416.0, 393.0]","[215.25, 346.25]","[286.25, 301.25]","[428.5, 254.25]","[343.75, 251.5]","[24.0, 249.25]","[287.75, 190.5]","[223.25, 151.75]","[418.75, 107.5]","[305.75, 27.0]"
4718,433,"[308.0, 479.0]","[416.25, 392.75]","[212.75, 348.0]","[286.25, 299.75]","[427.0, 252.5]","[337.75, 248.5]","[28.0, 248.5]","[287.75, 191.5]","[223.5, 151.0]","[421.25, 108.25]","[305.5, 29.25]"
4719,433,"[303.0, 478.5]","[416.5, 397.0]","[206.5, 347.25]","[280.5, 310.5]","[319.0, 266.0]","[32.5, 258.75]","[426.75, 251.75]","[291.25, 183.75]","[217.25, 152.25]","[420.0, 105.75]","[301.5, 28.75]"
4720,433,"[283.25, 479.25]","[418.75, 413.5]","[196.5, 356.0]","[307.5, 304.0]","[330.75, 268.75]","[33.25, 263.25]","[434.5, 259.25]","[304.75, 181.75]","[200.75, 162.75]","[420.75, 86.75]","[281.5, 29.5]"
4721,433,"[256.25, 456.25]","[453.25, 443.5]","[215.0, 325.5]","[331.0, 297.75]","[33.75, 242.0]","[478.0, 232.5]","[380.0, 221.0]","[335.25, 170.0]","[216.25, 135.0]","[574.75, 85.25]","[250.0, 30.5]"
4722,433,"[267.25, 457.5]","[455.5, 444.75]","[215.0, 324.75]","[337.75, 290.75]","[34.25, 254.75]","[479.5, 230.75]","[378.5, 221.25]","[350.25, 170.0]","[216.25, 133.75]","[577.25, 84.5]","[261.0, 29.0]"
4723,433,"[288.75, 462.75]","[463.0, 459.75]","[222.25, 339.75]","[363.0, 302.75]","[34.0, 257.5]","[487.0, 245.75]","[377.5, 238.0]","[403.0, 170.0]","[223.0, 150.25]","[558.75, 78.25]","[283.25, 30.75]"
4724,433,"[472.25, 463.75]","[302.5, 464.5]","[231.5, 342.5]","[359.0, 307.0]","[475.75, 246.5]","[34.5, 244.5]","[397.0, 237.75]","[415.75, 171.5]","[232.0, 156.5]","[575.5, 81.25]","[297.75, 31.25]"
4725,433,"[493.75, 466.25]","[345.25, 465.75]","[252.25, 335.0]","[360.75, 308.75]","[469.5, 255.5]","[52.25, 247.5]","[424.5, 215.75]","[266.75, 173.0]","[412.0, 159.5]","[630.25, 94.5]","[340.5, 31.0]"
4726,433,"[486.25, 460.75]","[342.75, 450.75]","[254.0, 319.0]","[364.0, 290.0]","[83.5, 249.5]","[478.75, 248.75]","[425.0, 204.5]","[268.75, 178.75]","[412.0, 160.5]","[662.0, 108.75]","[362.25, 39.5]"
4727,433,"[487.0, 458.75]","[343.25, 428.0]","[263.75, 300.0]","[371.5, 279.5]","[112.25, 250.0]","[493.0, 239.25]","[435.25, 201.25]","[275.0, 180.75]","[414.5, 161.75]","[691.0, 124.75]","[387.0, 50.5]"
4728,433,"[490.75, 449.75]","[363.75, 413.25]","[282.25, 290.75]","[384.25, 277.0]","[138.75, 251.0]","[516.5, 237.0]","[455.5, 204.25]","[286.25, 175.5]","[414.75, 163.75]","[715.25, 141.0]","[402.0, 59.5]"
4729,433,"[509.25, 444.25]","[390.75, 410.0]","[305.0, 290.75]","[403.5, 280.25]","[151.75, 250.75]","[548.0, 236.5]","[483.25, 205.25]","[304.75, 165.0]","[430.25, 161.5]","[743.0, 155.75]","[423.0, 49.0]"
4730,433,"[531.75, 428.5]","[411.75, 407.25]","[333.0, 292.5]","[426.75, 282.0]","[151.75, 250.75]","[584.5, 236.25]","[513.0, 209.75]","[331.5, 160.5]","[454.0, 159.25]","[773.5, 156.5]","[444.5, 40.0]"
4731,433,"[443.5, 364.5]","[644.25, 355.5]","[550.75, 282.0]","[407.0, 274.75]","[151.75, 250.75]","[737.5, 221.0]","[658.5, 216.0]","[442.5, 167.0]","[557.5, 157.75]","[832.5, 150.25]","[489.0, 73.25]"
4732,433,"[668.75, 341.25]","[441.25, 343.25]","[580.5, 284.25]","[410.25, 270.25]","[151.75, 250.75]","[690.5, 206.75]","[758.25, 204.5]","[449.75, 167.75]","[833.75, 162.25]","[576.75, 146.75]","[474.0, 87.75]"
4733,433,"[457.5, 327.25]","[690.0, 325.0]","[604.0, 294.75]","[416.0, 260.5]","[151.75, 250.75]","[750.75, 186.5]","[706.25, 186.0]","[820.0, 168.5]","[440.0, 168.5]","[595.5, 128.5]","[467.75, 105.25]"
4734,433,"[619.5, 315.75]","[709.0, 304.25]","[469.75, 302.75]","[425.5, 252.0]","[151.75, 250.75]","[729.0, 177.0]","[799.25, 173.25]","[687.75, 173.25]","[425.25, 168.5]","[457.25, 128.25]","[608.25, 105.75]"
4735,433,"[671.0, 330.75]","[433.25, 285.75]","[129.0, 251.0]","[407.25, 238.5]","[671.0, 237.25]","[740.75, 188.5]","[407.75, 161.0]","[607.25, 160.25]","[404.0, 113.25]","[701.0, 111.5]","[577.25, 83.25]"
4736,433,"[659.25, 325.75]","[420.25, 287.25]","[107.5, 250.75]","[382.0, 239.25]","[650.0, 222.75]","[716.75, 185.25]","[587.5, 164.5]","[383.5, 162.0]","[700.75, 102.0]","[557.5, 102.0]","[377.75, 98.0]"
4737,433,"[641.25, 318.75]","[409.25, 292.5]","[87.0, 248.5]","[633.25, 231.75]","[361.25, 231.75]","[699.5, 174.5]","[572.0, 168.75]","[358.25, 157.0]","[535.75, 118.5]","[693.25, 112.0]","[358.25, 74.75]"
4738,433,"[619.25, 311.5]","[392.25, 300.25]","[617.25, 243.75]","[68.5, 234.75]","[354.25, 219.25]","[564.5, 181.75]","[679.75, 166.0]","[347.5, 159.0]","[512.0, 132.75]","[685.75, 121.0]","[344.75, 54.5]"
4739,433,"[396.0, 313.5]","[570.0, 294.0]","[608.0, 281.0]","[25.25, 228.25]","[339.75, 223.0]","[564.25, 190.5]","[475.75, 142.75]","[341.25, 143.0]","[676.75, 137.0]","[312.0, 16.0]","[309.25, 18.75]"
4740,433,"[399.5, 330.0]","[618.25, 300.75]","[543.25, 290.25]","[333.5, 236.0]","[24.0, 227.25]","[563.5, 191.0]","[688.75, 152.75]","[466.5, 139.5]","[334.75, 134.0]","[666.5, 117.25]","[296.75, 15.5]"
4741,433,"[401.0, 351.25]","[628.5, 320.25]","[514.0, 289.0]","[324.25, 246.25]","[44.5, 225.25]","[552.25, 193.25]","[686.0, 163.25]","[461.5, 136.5]","[332.0, 120.75]","[662.75, 104.75]","[291.0, 21.25]"
4742,433,"[383.5, 402.0]","[632.25, 361.0]","[427.5, 296.0]","[304.25, 248.0]","[65.25, 234.75]","[500.25, 209.0]","[676.25, 185.0]","[342.5, 132.0]","[422.0, 120.0]","[637.5, 73.0]","[294.25, 18.75]"
4743,433,"[385.5, 407.0]","[631.5, 369.0]","[403.75, 309.0]","[49.0, 246.75]","[309.75, 239.25]","[486.75, 212.75]","[675.5, 184.5]","[328.0, 140.0]","[417.5, 123.75]","[629.25, 63.0]","[316.5, 18.5]"
4744,433,"[382.25, 420.75]","[632.25, 377.25]","[377.5, 315.5]","[55.5, 248.5]","[329.25, 231.0]","[473.5, 221.0]","[672.0, 190.0]","[307.75, 142.25]","[412.0, 134.0]","[620.5, 56.0]","[345.25, 18.75]"
4745,433,"[381.75, 432.25]","[629.25, 385.0]","[358.5, 313.5]","[70.5, 246.75]","[463.75, 230.5]","[355.0, 221.75]","[673.25, 195.25]","[401.75, 150.75]","[283.75, 143.0]","[615.0, 48.0]","[378.0, 18.75]"
4746,433,"[386.0, 442.0]","[622.0, 384.5]","[347.75, 306.5]","[67.5, 249.0]","[454.25, 235.75]","[367.0, 220.75]","[670.75, 203.0]","[390.5, 158.75]","[265.25, 143.75]","[614.0, 53.5]","[412.5, 18.25]"
4747,433,"[414.25, 450.0]","[592.5, 364.5]","[318.0, 305.5]","[466.5, 266.75]","[84.75, 251.5]","[347.75, 240.25]","[663.0, 220.25]","[386.5, 163.25]","[263.0, 146.5]","[626.5, 75.75]","[484.0, 18.25]"
4748,433,"[438.5, 450.75]","[574.75, 359.25]","[311.5, 319.5]","[478.5, 275.25]","[338.25, 259.25]","[96.0, 251.0]","[657.75, 230.0]","[395.75, 172.5]","[274.0, 150.25]","[631.5, 70.5]","[513.5, 23.0]"
4749,433,"[740.75, 403.75]","[425.5, 317.5]","[510.0, 307.25]","[703.25, 276.0]","[656.25, 254.75]","[122.75, 251.0]","[626.75, 176.0]","[674.5, 157.0]","[429.5, 155.75]","[580.5, 148.0]","[629.25, 40.75]"
4750,433,"[751.75, 402.0]","[424.25, 309.75]","[530.75, 305.0]","[122.25, 251.0]","[657.0, 251.0]","[632.5, 183.5]","[442.0, 165.0]","[697.75, 146.75]","[600.0, 140.0]","[602.25, 142.25]","[646.0, 45.0]"
4751,433,"[710.25, 406.75]","[457.0, 304.5]","[712.5, 301.0]","[578.75, 290.25]","[126.25, 251.0]","[482.25, 195.0]","[688.5, 206.0]","[620.25, 162.0]","[617.5, 165.5]","[689.5, 95.5]","[731.5, 71.25]"
4752,433,"[695.25, 415.5]","[758.0, 347.5]","[482.0, 306.75]","[584.25, 282.75]","[729.75, 250.75]","[145.0, 250.5]","[788.5, 195.0]","[677.75, 188.0]","[706.0, 149.75]","[469.5, 140.5]","[782.5, 38.0]"
4753,433,"[696.0, 418.5]","[773.5, 315.5]","[494.0, 308.0]","[655.0, 297.25]","[744.75, 275.5]","[777.0, 256.5]","[151.75, 251.0]","[702.0, 191.0]","[470.5, 159.0]","[754.75, 156.25]","[751.5, 46.0]"
4754,433,"[444.5, 358.5]","[273.25, 341.25]","[437.75, 313.75]","[252.25, 275.75]","[353.25, 267.25]","[97.25, 251.0]","[255.75, 223.0]","[422.25, 212.0]","[344.25, 208.0]","[262.25, 155.75]","[445.0, 145.0]"
4755,433,"[461.5, 359.75]","[277.5, 336.0]","[451.25, 296.0]","[257.5, 270.75]","[362.5, 254.75]","[101.25, 251.5]","[434.5, 221.5]","[260.0, 218.75]","[354.75, 201.0]","[460.5, 151.0]","[273.75, 146.25]"
4756,433,"[478.25, 359.75]","[282.75, 332.25]","[454.5, 282.0]","[263.0, 267.5]","[101.25, 251.5]","[367.0, 244.5]","[445.5, 221.75]","[266.0, 216.0]","[366.0, 193.75]","[467.25, 173.0]","[286.5, 141.5]"
4757,433,"[492.0, 365.5]","[298.0, 338.0]","[471.75, 277.5]","[269.5, 270.75]","[107.25, 251.25]","[365.5, 247.0]","[458.0, 227.5]","[271.5, 218.75]","[371.0, 193.25]","[476.25, 175.0]","[290.75, 148.25]"
4758,433,"[504.0, 372.25]","[315.0, 348.25]","[486.25, 288.25]","[273.5, 274.75]","[365.75, 256.25]","[107.25, 251.0]","[458.75, 244.5]","[275.25, 223.75]","[366.25, 202.75]","[482.0, 176.25]","[296.5, 158.25]"
4759,433,"[508.25, 386.25]","[330.0, 364.0]","[496.0, 294.0]","[276.5, 281.75]","[366.75, 263.75]","[462.75, 253.25]","[95.5, 250.75]","[278.75, 234.25]","[369.5, 214.0]","[488.75, 177.0]","[296.0, 168.75]"
4760,433,"[488.0, 394.0]","[337.5, 382.5]","[277.5, 296.0]","[490.5, 294.25]","[368.25, 266.75]","[463.25, 258.5]","[82.25, 251.0]","[279.75, 243.5]","[364.25, 222.75]","[495.5, 179.5]","[292.0, 174.75]"
4761,433,"[460.75, 399.25]","[341.25, 393.25]","[278.5, 314.5]","[484.5, 295.75]","[367.25, 270.5]","[470.75, 260.75]","[76.5, 253.75]","[280.25, 249.75]","[366.5, 226.5]","[500.25, 182.75]","[286.5, 181.5]"
4762,433,"[274.75, 439.25]","[201.0, 367.75]","[427.0, 366.5]","[263.5, 339.25]","[396.25, 297.25]","[426.0, 296.5]","[186.75, 274.75]","[28.5, 271.0]","[265.25, 256.75]","[439.0, 251.0]","[221.25, 189.5]"
4763,433,"[285.25, 427.0]","[409.5, 355.0]","[187.25, 350.75]","[237.25, 334.5]","[419.5, 295.0]","[383.0, 294.5]","[27.5, 272.25]","[170.0, 265.5]","[273.0, 255.0]","[422.75, 243.75]","[216.0, 186.75]"
4764,433,"[275.5, 420.75]","[402.75, 349.5]","[209.5, 333.0]","[176.0, 327.75]","[376.5, 293.25]","[411.5, 292.75]","[25.25, 273.25]","[278.25, 252.75]","[164.5, 249.25]","[415.25, 239.0]","[209.75, 182.75]"
4765,433,"[98.5, 435.0]","[89.0, 346.75]","[388.25, 342.5]","[206.5, 318.0]","[156.25, 288.25]","[317.0, 288.0]","[28.5, 274.5]","[53.75, 284.25]","[90.25, 244.25]","[405.0, 243.75]","[148.5, 184.0]"
4766,433,"[118.0, 432.5]","[90.5, 347.25]","[374.75, 339.5]","[189.5, 325.75]","[80.25, 295.25]","[164.5, 294.25]","[324.75, 288.0]","[31.0, 274.0]","[404.75, 244.25]","[91.0, 242.5]","[141.0, 180.25]"
4767,433,"[133.5, 377.5]","[163.0, 354.5]","[102.0, 350.5]","[356.25, 341.25]","[139.25, 317.25]","[179.5, 309.0]","[325.0, 287.75]","[23.75, 275.5]","[112.25, 243.25]","[400.0, 239.75]","[134.25, 171.25]"
4768,433,"[115.5, 468.5]","[103.75, 384.75]","[393.5, 337.75]","[151.75, 316.25]","[249.75, 307.0]","[204.25, 290.5]","[311.25, 287.75]","[96.75, 245.0]","[400.0, 239.75]","[4.0, 260.5]","[130.0, 187.5]"
4769,433,"[118.0, 448.5]","[123.5, 384.0]","[393.5, 337.75]","[145.25, 330.25]","[254.75, 304.75]","[317.75, 288.75]","[208.25, 286.0]","[26.75, 275.0]","[114.0, 242.25]","[400.0, 239.75]","[136.75, 187.0]"
4770,433,"[126.5, 432.5]","[138.25, 374.25]","[140.25, 344.25]","[393.5, 337.75]","[260.25, 301.5]","[324.25, 288.25]","[213.5, 280.5]","[28.75, 269.25]","[129.75, 256.0]","[400.0, 239.75]","[140.0, 182.25]"
4771,433,"[138.0, 417.75]","[150.25, 371.5]","[156.25, 342.0]","[393.5, 337.75]","[266.25, 298.5]","[325.0, 287.75]","[218.25, 276.0]","[145.0, 271.0]","[29.75, 268.75]","[400.0, 239.75]","[145.25, 174.5]"
4772,433,"[148.75, 410.0]","[149.75, 364.25]","[393.75, 338.0]","[156.5, 323.0]","[272.75, 295.0]","[325.0, 287.75]","[152.25, 280.25]","[228.0, 265.0]","[31.75, 264.75]","[400.0, 239.75]","[150.75, 167.5]"
4773,433,"[164.0, 414.25]","[156.0, 348.0]","[393.5, 337.75]","[165.75, 306.5]","[279.0, 293.25]","[326.0, 288.5]","[161.0, 270.5]","[31.0, 265.5]","[214.0, 252.0]","[400.0, 239.75]","[162.0, 164.0]"
4774,433,"[142.25, 396.5]","[394.5, 331.25]","[151.75, 326.0]","[154.75, 297.25]","[103.5, 285.5]","[336.25, 281.0]","[297.5, 281.5]","[187.0, 256.5]","[30.75, 244.5]","[390.5, 238.75]","[111.5, 197.0]"
4775,433,"[431.75, 351.5]","[519.75, 348.75]","[603.5, 339.5]","[518.5, 284.0]","[600.5, 280.5]","[814.25, 252.25]","[605.5, 221.25]","[521.5, 218.25]","[604.5, 162.5]","[522.5, 152.75]","[433.75, 153.0]"
4776,433,"[141.5, 381.0]","[395.25, 331.5]","[145.5, 321.75]","[92.0, 300.5]","[147.25, 285.25]","[294.0, 267.75]","[333.75, 266.75]","[184.5, 263.75]","[33.75, 242.0]","[390.5, 238.5]","[100.75, 218.75]"
4777,433,"[140.75, 371.75]","[394.75, 330.5]","[146.0, 313.25]","[88.25, 306.5]","[135.25, 272.5]","[292.25, 258.25]","[330.25, 258.0]","[177.75, 253.25]","[34.75, 244.75]","[97.5, 238.25]","[391.0, 234.25]"
4778,433,"[431.75, 354.5]","[520.0, 348.0]","[603.75, 339.0]","[519.0, 284.5]","[601.25, 280.5]","[814.25, 252.25]","[606.25, 221.25]","[521.75, 218.0]","[603.75, 162.25]","[432.75, 152.75]","[526.75, 149.25]"
4779,433,"[430.75, 356.75]","[519.75, 349.25]","[602.75, 341.0]","[519.75, 284.5]","[602.75, 280.75]","[814.75, 251.25]","[606.0, 221.25]","[520.25, 216.75]","[601.5, 164.0]","[432.25, 152.25]","[528.5, 147.5]"
4780,433,"[310.25, 475.5]","[416.0, 394.75]","[219.25, 346.5]","[287.25, 305.75]","[27.75, 254.0]","[426.5, 252.0]","[341.75, 249.0]","[283.75, 193.25]","[224.5, 149.0]","[419.25, 111.0]","[309.5, 24.25]"
4781,433,"[305.25, 475.5]","[416.5, 394.75]","[219.25, 346.5]","[284.75, 309.75]","[422.25, 249.25]","[34.75, 248.25]","[334.0, 242.0]","[284.25, 193.0]","[224.25, 149.25]","[419.25, 110.75]","[309.5, 24.25]"
4782,433,"[429.25, 355.0]","[519.0, 350.5]","[600.5, 340.5]","[517.0, 284.5]","[601.0, 280.5]","[808.25, 250.25]","[604.75, 222.25]","[518.5, 216.5]","[598.25, 163.25]","[435.75, 154.5]","[528.0, 145.5]"
4783,433,"[302.25, 475.0]","[417.0, 394.75]","[218.5, 345.75]","[285.75, 310.25]","[423.0, 248.25]","[34.5, 248.5]","[332.5, 240.5]","[283.25, 194.25]","[224.25, 148.75]","[419.75, 111.25]","[309.0, 25.5]"
4784,433,"[303.5, 474.0]","[417.5, 393.0]","[217.5, 344.75]","[286.75, 309.5]","[36.25, 249.25]","[421.5, 248.25]","[334.25, 240.75]","[284.25, 194.5]","[225.75, 150.25]","[417.25, 111.25]","[310.5, 27.25]"
4785,433,"[516.0, 357.75]","[594.0, 342.0]","[420.75, 341.25]","[504.5, 278.5]","[594.25, 276.75]","[783.0, 250.75]","[597.75, 223.25]","[511.75, 216.25]","[431.25, 168.25]","[592.75, 161.25]","[524.0, 138.75]"
4786,433,"[504.0, 366.5]","[587.5, 344.25]","[407.0, 321.25]","[588.75, 279.25]","[485.5, 273.5]","[757.0, 251.25]","[592.75, 226.75]","[505.0, 218.0]","[420.0, 188.25]","[586.0, 161.75]","[519.25, 132.5]"
4787,433,"[487.25, 375.5]","[583.75, 349.25]","[393.25, 310.75]","[584.0, 284.75]","[475.0, 280.0]","[750.25, 250.75]","[588.25, 233.75]","[495.5, 224.25]","[407.25, 208.5]","[584.0, 166.25]","[510.5, 133.75]"
4788,433,"[475.5, 383.25]","[579.0, 353.25]","[378.25, 300.0]","[580.5, 289.25]","[470.5, 289.25]","[752.75, 250.75]","[583.25, 241.25]","[487.75, 239.0]","[397.75, 226.25]","[579.0, 171.5]","[498.5, 132.5]"
4789,433,"[473.25, 388.25]","[574.0, 357.75]","[468.25, 296.0]","[577.0, 294.75]","[384.5, 291.25]","[770.25, 251.25]","[488.75, 249.5]","[577.75, 244.25]","[393.5, 232.25]","[573.0, 173.75]","[491.25, 127.75]"
4790,433,"[476.5, 393.0]","[568.75, 355.5]","[575.5, 290.25]","[407.25, 289.0]","[471.25, 286.25]","[779.75, 251.0]","[485.25, 248.25]","[575.25, 240.5]","[405.75, 226.5]","[568.5, 169.75]","[486.5, 122.5]"
4791,433,"[488.25, 403.0]","[552.0, 362.25]","[468.0, 326.25]","[568.5, 294.5]","[478.75, 288.75]","[439.0, 266.5]","[781.0, 258.25]","[567.0, 247.25]","[468.5, 243.0]","[551.5, 158.0]","[496.25, 111.5]"
4792,433,"[493.25, 412.25]","[544.5, 370.5]","[472.0, 330.25]","[484.5, 301.25]","[568.25, 300.25]","[437.5, 281.25]","[783.25, 257.0]","[566.25, 256.5]","[466.0, 250.75]","[551.5, 160.75]","[496.25, 114.25]"
4793,433,"[491.0, 423.0]","[532.75, 388.25]","[461.5, 325.75]","[567.25, 307.5]","[431.0, 305.0]","[490.0, 300.25]","[566.75, 268.0]","[466.5, 260.5]","[771.5, 250.75]","[554.5, 166.75]","[494.0, 120.5]"
4794,433,"[491.75, 430.75]","[538.0, 407.5]","[430.25, 340.0]","[567.5, 308.5]","[441.5, 306.5]","[508.75, 293.5]","[566.75, 271.75]","[467.75, 257.5]","[771.5, 250.75]","[558.75, 163.0]","[498.25, 131.0]"
4795,433,"[494.5, 422.75]","[547.5, 397.25]","[425.5, 329.0]","[567.5, 303.75]","[433.0, 293.5]","[506.0, 290.75]","[567.5, 262.25]","[771.5, 250.75]","[457.5, 241.5]","[558.25, 153.25]","[499.5, 125.5]"
4796,433,"[499.5, 409.25]","[553.0, 391.0]","[419.25, 314.5]","[567.25, 290.25]","[501.75, 281.25]","[425.5, 280.75]","[771.5, 250.75]","[567.25, 245.75]","[456.5, 220.0]","[559.25, 141.5]","[500.25, 118.25]"
4797,433,"[596.0, 386.75]","[524.5, 318.75]","[788.25, 248.75]","[597.0, 244.5]","[441.25, 213.75]","[414.75, 185.75]","[596.0, 183.0]","[475.75, 156.25]","[528.5, 130.5]","[597.0, 82.5]","[514.75, 64.25]"
4798,433,"[597.0, 391.75]","[513.75, 311.75]","[597.5, 251.75]","[761.25, 250.75]","[446.0, 221.75]","[597.0, 196.25]","[408.25, 193.25]","[480.75, 174.5]","[524.5, 153.5]","[596.75, 85.25]","[519.0, 78.25]"
4799,433,"[593.25, 391.25]","[506.75, 309.0]","[596.75, 260.25]","[758.0, 250.75]","[442.0, 236.5]","[596.75, 215.0]","[414.0, 203.0]","[484.75, 197.25]","[519.25, 178.75]","[596.5, 98.75]","[520.75, 93.75]"
4800,433,"[680.0, 341.75]","[681.25, 305.5]","[630.75, 297.25]","[814.75, 254.0]","[613.75, 253.25]","[652.25, 245.0]","[703.5, 245.0]","[659.0, 212.25]","[654.75, 187.25]","[701.0, 158.0]","[555.25, 141.75]"
4801,433,"[548.0, 477.0]","[432.75, 392.75]","[632.75, 346.0]","[563.25, 306.5]","[826.25, 251.25]","[506.25, 251.5]","[424.25, 251.5]","[562.25, 197.75]","[624.25, 151.25]","[432.75, 110.0]","[550.25, 24.75]"
4802,433,"[550.5, 480.75]","[433.75, 393.0]","[638.25, 349.5]","[566.0, 307.0]","[508.5, 253.5]","[824.5, 250.5]","[421.25, 249.5]","[564.5, 197.5]","[626.5, 149.0]","[432.75, 108.0]","[550.25, 24.25]"
4803,433,"[561.75, 479.25]","[433.25, 402.25]","[647.75, 347.25]","[555.0, 318.75]","[422.25, 249.75]","[816.0, 245.5]","[529.5, 233.0]","[568.25, 190.25]","[640.25, 150.25]","[431.0, 97.25]","[561.25, 25.0]"
